Name,Version,Status,Lint command,Lint status,Lint duration,Lint output,Dry with Coq command,Dry with Coq status,Dry with Coq duration,Dry with Coq output,Dry without Coq command,Dry without Coq status,Dry without Coq duration,Dry without Coq output,Deps command,Deps status,Deps duration,Deps output,Package command,Package status,Package duration,Package output,Uninstall command,Uninstall status,Uninstall duration,Uninstall output,Missing removes,Mistake removes,Install sizes
coq:list-string.1.0.0,"[""Success"", ""ruby lint.rb stable ../stable/packages/coq:list-string/coq:list-string.1.0.0"", 0, 0, """", ""opam install -y --dry-run coq:list-string.1.0.0 coq.8.4.5"", 0, 1, """", ""true"", 0, 0, """", ""ulimit -Sv 2000000; opam list; opam install -y --deps-only coq:list-string.1.0.0"", 0, 2, """", ""ulimit -Sv 2000000; opam list; opam install -y --verbose coq:list-string.1.0.0"", 0, 7, """", ""opam remove -y coq:list-string.1.0.0"", 0, 1, """", """", """", ""/home/bench/.opam/system/install/coq:list-string.install\n1\n/home/bench/.opam/system/lib/coq/user-contrib/ListString/Case.vo\n14836\n/home/bench/.opam/system/lib/coq/user-contrib/ListString/Char.vo\n29836\n/home/bench/.opam/system/lib/coq/user-contrib/ListString/UnitTests.vo\n103259\n/home/bench/.opam/system/lib/coq/user-contrib/ListString/Etc.vo\n20786\n/home/bench/.opam/system/lib/coq/user-contrib/ListString/Bool.vo\n3043\n/home/bench/.opam/system/lib/coq/user-contrib/ListString/Conversion.vo\n39597\n/home/bench/.opam/system/lib/coq/user-contrib/ListString/All.vo\n109008\n/home/bench/.opam/system/lib/coq/user-contrib/ListString/LString.vo\n7901\n/home/bench/.opam/system/lib/coq/user-contrib/ListString/Trim.vo\n21110\n/home/bench/.opam/system/lib/coq/user-contrib/ListString/Comparison.vo\n20496\n/home/bench/.opam/system/lib/coq:list-string/opam.config\n1""]"
coq:list-plus.1.0.0,"[""Success"", ""ruby lint.rb stable ../stable/packages/coq:list-plus/coq:list-plus.1.0.0"", 0, 0, """", ""opam install -y --dry-run coq:list-plus.1.0.0 coq.8.4.5"", 0, 1, """", ""true"", 0, 0, """", ""ulimit -Sv 2000000; opam list; opam install -y --deps-only coq:list-plus.1.0.0"", 0, 2, """", ""ulimit -Sv 2000000; opam list; opam install -y --verbose coq:list-plus.1.0.0"", 0, 3, """", ""opam remove -y coq:list-plus.1.0.0"", 0, 1, """", """", """", ""/home/bench/.opam/system/install/coq:list-plus.install\n1\n/home/bench/.opam/system/lib/coq/user-contrib/ListPlus/All.vo\n2819\n/home/bench/.opam/system/lib/coq:list-plus/opam.config\n1""]"
coq:function-ninjas.1.0.0,"[""Success"", ""ruby lint.rb stable ../stable/packages/coq:function-ninjas/coq:function-ninjas.1.0.0"", 0, 0, """", ""opam install -y --dry-run coq:function-ninjas.1.0.0 coq.8.4.5"", 0, 1, """", ""true"", 0, 0, """", ""ulimit -Sv 2000000; opam list; opam install -y --deps-only coq:function-ninjas.1.0.0"", 0, 2, """", ""ulimit -Sv 2000000; opam list; opam install -y --verbose coq:function-ninjas.1.0.0"", 0, 3, """", ""opam remove -y coq:function-ninjas.1.0.0"", 0, 1, """", """", """", ""/home/bench/.opam/system/install/coq:function-ninjas.install\n1\n/home/bench/.opam/system/lib/coq/user-contrib/FunctionNinjas/All.vo\n1595\n/home/bench/.opam/system/lib/coq:function-ninjas/opam.config\n1""]"
coq:iterable.1.0.0,"[""Success"", ""ruby lint.rb stable ../stable/packages/coq:iterable/coq:iterable.1.0.0"", 0, 0, """", ""opam install -y --dry-run coq:iterable.1.0.0 coq.8.4.5"", 0, 1, """", ""true"", 0, 0, """", ""ulimit -Sv 2000000; opam list; opam install -y --deps-only coq:iterable.1.0.0"", 0, 2, """", ""ulimit -Sv 2000000; opam list; opam install -y --verbose coq:iterable.1.0.0"", 0, 3, """", ""opam remove -y coq:iterable.1.0.0"", 0, 1, """", """", """", ""/home/bench/.opam/system/install/coq:iterable.install\n1\n/home/bench/.opam/system/lib/coq/user-contrib/Iterable/All.vo\n21287\n/home/bench/.opam/system/lib/coq:iterable/opam.config\n1""]"
coq:error-handlers.1.0.0,"[""Success"", ""ruby lint.rb stable ../stable/packages/coq:error-handlers/coq:error-handlers.1.0.0"", 0, 0, """", ""opam install -y --dry-run coq:error-handlers.1.0.0 coq.8.4.5"", 0, 1, """", ""true"", 0, 0, """", ""ulimit -Sv 2000000; opam list; opam install -y --deps-only coq:error-handlers.1.0.0"", 0, 2, """", ""ulimit -Sv 2000000; opam list; opam install -y --verbose coq:error-handlers.1.0.0"", 0, 3, """", ""opam remove -y coq:error-handlers.1.0.0"", 0, 1, """", """", """", ""/home/bench/.opam/system/install/coq:error-handlers.install\n1\n/home/bench/.opam/system/lib/coq/user-contrib/ErrorHandlers/All.vo\n2017\n/home/bench/.opam/system/lib/coq:error-handlers/opam.config\n1""]"
coq:concurrency:proxy.1.0.0,"[""Success"", ""ruby lint.rb stable ../stable/packages/coq:concurrency:proxy/coq:concurrency:proxy.1.0.0"", 0, 0, """", ""opam install -y --dry-run coq:concurrency:proxy.1.0.0 coq.8.4.5"", 0, 1, """", ""true"", 0, 0, """", ""ulimit -Sv 2000000; opam list; opam install -y --deps-only coq:concurrency:proxy.1.0.0"", 0, 27, """", ""ulimit -Sv 2000000; opam list; opam install -y --verbose coq:concurrency:proxy.1.0.0"", 0, 3, """", ""opam remove -y coq:concurrency:proxy.1.0.0"", 0, 1, """", """", """", ""/home/bench/.opam/system/install/coq:concurrency:proxy.install\n69\n/home/bench/.opam/system/bin/coqConcurrencyProxy.byte\n448903\n/home/bench/.opam/system/bin/coqConcurrencyProxy.native\n1545136\n/home/bench/.opam/system/lib/coq:concurrency:proxy/opam.config\n1""]"
coq:list-string.2.0.0,"[""Success"", ""ruby lint.rb stable ../stable/packages/coq:list-string/coq:list-string.2.0.0"", 0, 0, """", ""opam install -y --dry-run coq:list-string.2.0.0 coq.8.4.5"", 0, 1, """", ""true"", 0, 0, """", ""ulimit -Sv 2000000; opam list; opam install -y --deps-only coq:list-string.2.0.0"", 0, 10, """", ""ulimit -Sv 2000000; opam list; opam install -y --verbose coq:list-string.2.0.0"", 0, 8, """", ""opam remove -y coq:list-string.2.0.0"", 0, 1, """", """", """", ""/home/bench/.opam/system/install/coq:list-string.install\n1\n/home/bench/.opam/system/lib/coq/user-contrib/ListString/Case.vo\n14836\n/home/bench/.opam/system/lib/coq/user-contrib/ListString/Char.vo\n27612\n/home/bench/.opam/system/lib/coq/user-contrib/ListString/UnitTests.vo\n121768\n/home/bench/.opam/system/lib/coq/user-contrib/ListString/Etc.vo\n20786\n/home/bench/.opam/system/lib/coq/user-contrib/ListString/Bool.vo\n3043\n/home/bench/.opam/system/lib/coq/user-contrib/ListString/Conversion.vo\n21373\n/home/bench/.opam/system/lib/coq/user-contrib/ListString/All.vo\n94925\n/home/bench/.opam/system/lib/coq/user-contrib/ListString/LString.vo\n7901\n/home/bench/.opam/system/lib/coq/user-contrib/ListString/Trim.vo\n21110\n/home/bench/.opam/system/lib/coq/user-contrib/ListString/Comparison.vo\n20496\n/home/bench/.opam/system/lib/coq:list-string/opam.config\n1""]"
coq:moment.1.0.0,"[""Success"", ""ruby lint.rb stable ../stable/packages/coq:moment/coq:moment.1.0.0"", 0, 0, """", ""opam install -y --dry-run coq:moment.1.0.0 coq.8.4.5"", 0, 1, """", ""true"", 0, 0, """", ""ulimit -Sv 2000000; opam list; opam install -y --deps-only coq:moment.1.0.0"", 0, 3, """", ""ulimit -Sv 2000000; opam list; opam install -y --verbose coq:moment.1.0.0"", 0, 8, """", ""opam remove -y coq:moment.1.0.0"", 0, 1, """", """", """", ""/home/bench/.opam/system/install/coq:moment.install\n1\n/home/bench/.opam/system/lib/coq/user-contrib/Moment/All.vo\n16235\n/home/bench/.opam/system/lib/coq/user-contrib/Moment/Time.vo\n35088\n/home/bench/.opam/system/lib/coq/user-contrib/Moment/Date.vo\n440002\n/home/bench/.opam/system/lib/coq/user-contrib/Moment/Moment.vo\n30533\n/home/bench/.opam/system/lib/coq/user-contrib/Moment/TestHelpers.vo\n4820\n/home/bench/.opam/system/lib/coq:moment/opam.config\n1""]"
coq:concurrency:system.1.0.0,"[""Success"", ""ruby lint.rb stable ../stable/packages/coq:concurrency:system/coq:concurrency:system.1.0.0"", 0, 0, """", ""opam install -y --dry-run coq:concurrency:system.1.0.0 coq.8.4.5"", 0, 1, """", ""true"", 0, 0, """", ""ulimit -Sv 2000000; opam list; opam install -y --deps-only coq:concurrency:system.1.0.0"", 0, 2, """", ""ulimit -Sv 2000000; opam list; opam install -y --verbose coq:concurrency:system.1.0.0"", 0, 16, """", ""opam remove -y coq:concurrency:system.1.0.0"", 0, 1, """", """", """", ""/home/bench/.opam/system/install/coq:concurrency:system.install\n1\n/home/bench/.opam/system/lib/coq:concurrency:system/opam.config\n1\n/home/bench/.opam/system/lib/coq/user-contrib/Concurrency/Events.vo\n73442\n/home/bench/.opam/system/lib/coq/user-contrib/Concurrency/Extraction.vo\n71213\n/home/bench/.opam/system/lib/coq/user-contrib/Concurrency/Computation.vo\n34044\n/home/bench/.opam/system/lib/coq/user-contrib/Concurrency/Run.vo\n52613\n/home/bench/.opam/system/lib/coq/user-contrib/Concurrency/Test.vo\n34259\n/home/bench/.opam/system/lib/coq/user-contrib/Concurrency/StdLib.vo\n23657""]"
coq:concurrency:pluto.1.0.0,"[""Success"", ""ruby lint.rb stable ../stable/packages/coq:concurrency:pluto/coq:concurrency:pluto.1.0.0"", 0, 0, """", ""opam install -y --dry-run coq:concurrency:pluto.1.0.0 coq.8.4.5"", 0, 1, """", ""true"", 0, 0, """", ""ulimit -Sv 2000000; opam list; opam install -y --deps-only coq:concurrency:pluto.1.0.0"", 0, 27, """", ""ulimit -Sv 2000000; opam list; opam install -y --verbose coq:concurrency:pluto.1.0.0"", 0, 8, """", ""opam remove -y coq:concurrency:pluto.1.0.0"", 0, 1, """", """", """", ""/home/bench/.opam/system/install/coq:concurrency:pluto.install\n95\n/home/bench/.opam/system/bin/pluto.byte\n417676\n/home/bench/.opam/system/bin/pluto.native\n1356152\n/home/bench/.opam/system/lib/coq:concurrency:pluto/opam.config\n1""]"
