Name,Version,Status,Lint command,Lint status,Lint duration,Lint output,Dry with Coq command,Dry with Coq status,Dry with Coq duration,Dry with Coq output,Dry without Coq command,Dry without Coq status,Dry without Coq duration,Dry without Coq output,Deps command,Deps status,Deps duration,Deps output,Package command,Package status,Package duration,Package output,Uninstall command,Uninstall status,Uninstall duration,Uninstall output,Missing removes,Mistake removes
coq:contrib:chinese,dev,LintError,ruby lint.rb unstable ../unstable/packages/coq:contrib:chinese/coq:contrib:chinese.dev,256,0,"You should add an homepage for your package. For example:
homepage: ""https://github.com/user/project""
",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"","",""
coq:contrib:circuits,8.4.dev,LintError,ruby lint.rb unstable ../unstable/packages/coq:contrib:circuits/coq:contrib:circuits.8.4.dev,256,0,"You should add an homepage for your package. For example:
homepage: ""https://github.com/user/project""
",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"","",""
coq:contrib:circuits,dev,LintError,ruby lint.rb unstable ../unstable/packages/coq:contrib:circuits/coq:contrib:circuits.dev,256,0,"You should add an homepage for your package. For example:
homepage: ""https://github.com/user/project""
",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"","",""
coq:contrib:classical-realizability,8.4.dev,LintError,ruby lint.rb unstable ../unstable/packages/coq:contrib:classical-realizability/coq:contrib:classical-realizability.8.4.dev,256,0,"You should add an homepage for your package. For example:
homepage: ""https://github.com/user/project""
",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"","",""
coq:contrib:classical-realizability,dev,LintError,ruby lint.rb unstable ../unstable/packages/coq:contrib:classical-realizability/coq:contrib:classical-realizability.dev,256,0,"You should add an homepage for your package. For example:
homepage: ""https://github.com/user/project""
",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"","",""
coq:contrib:coalgebras,8.4.dev,UninstallError,ruby lint.rb unstable ../unstable/packages/coq:contrib:coalgebras/coq:contrib:coalgebras.8.4.dev,0,0,"The package is valid.
",opam install -y --dry-run coq:contrib:coalgebras.8.4.dev coq.8.4.5,0,1,"[NOTE] Package coq is already installed (current version is 8.4.5).
The following actions will be performed:
 - install   coq:contrib:coalgebras.8.4.dev
=== 1 to install ===

=-=- Synchronizing package archives -=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=

=-=- Installing packages =-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=
Building coq:contrib:coalgebras.8.4.dev:
  coq_makefile -f Make -o Makefile
  make -j4
  make install
Installing coq:contrib:coalgebras.8.4.dev.
",true,0,0,"",opam install -y --deps-only coq:contrib:coalgebras.8.4.dev,0,2,"",opam install -y --verbose coq:contrib:coalgebras.8.4.dev,0,10,"The following actions will be performed:
 - install   coq:contrib:coalgebras.8.4.dev
=== 1 to install ===

=-=- Synchronizing package archives -=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=
[coq:contrib:coalgebras] Fetching git://clarus.io/coalgebras#v8.4
Initialized empty Git repository in /home/bench/.opam/packages.dev/coq:contrib:coalgebras.8.4.dev/.git/
[master (root-commit) 246e556] opam-git-init
warning: no common commits
From git://clarus.io/coalgebras
 * [new branch]      v8.4       -> opam-ref
 * [new branch]      v8.4       -> origin/v8.4
AxiomaticLambdaBisimulationExample.v
Bisimulation.v
CoPeanoCoalgebra.v
ExtensionalFunctor.v
IntensionalLambdaBisimulation.v
LICENSE
LambdaCoiteration.v
LambdaCoiterationExamples.v
Make
Makefile
README
WeaklyFinalCoalgebra.v
ZStreamCoalgebra.v
description
HEAD is now at c3c03e7 Fix Amsterdam/Coalgebras... (pretty unsatisfactory)

=-=- Installing packages =-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=
Building coq:contrib:coalgebras.8.4.dev:
  coq_makefile -f Make -o Makefile
  make -j4
  make install
""coqdep"" -c -slash -R . Coalgebras ""AxiomaticLambdaBisimulationExample.v"" > ""AxiomaticLambdaBisimulationExample.v.d"" || ( RV=$?; rm -f ""AxiomaticLambdaBisimulationExample.v.d""; exit ${RV} )
""coqdep"" -c -slash -R . Coalgebras ""Bisimulation.v"" > ""Bisimulation.v.d"" || ( RV=$?; rm -f ""Bisimulation.v.d""; exit ${RV} )
""coqdep"" -c -slash -R . Coalgebras ""CoPeanoCoalgebra.v"" > ""CoPeanoCoalgebra.v.d"" || ( RV=$?; rm -f ""CoPeanoCoalgebra.v.d""; exit ${RV} )
""coqdep"" -c -slash -R . Coalgebras ""ExtensionalFunctor.v"" > ""ExtensionalFunctor.v.d"" || ( RV=$?; rm -f ""ExtensionalFunctor.v.d""; exit ${RV} )
""coqdep"" -c -slash -R . Coalgebras ""IntensionalLambdaBisimulation.v"" > ""IntensionalLambdaBisimulation.v.d"" || ( RV=$?; rm -f ""IntensionalLambdaBisimulation.v.d""; exit ${RV} )
""coqdep"" -c -slash -R . Coalgebras ""LambdaCoiterationExamples.v"" > ""LambdaCoiterationExamples.v.d"" || ( RV=$?; rm -f ""LambdaCoiterationExamples.v.d""; exit ${RV} )
""coqdep"" -c -slash -R . Coalgebras ""LambdaCoiteration.v"" > ""LambdaCoiteration.v.d"" || ( RV=$?; rm -f ""LambdaCoiteration.v.d""; exit ${RV} )
""coqdep"" -c -slash -R . Coalgebras ""WeaklyFinalCoalgebra.v"" > ""WeaklyFinalCoalgebra.v.d"" || ( RV=$?; rm -f ""WeaklyFinalCoalgebra.v.d""; exit ${RV} )
""coqdep"" -c -slash -R . Coalgebras ""ZStreamCoalgebra.v"" > ""ZStreamCoalgebra.v.d"" || ( RV=$?; rm -f ""ZStreamCoalgebra.v.d""; exit ${RV} )
""coqc""  -q  -R . Coalgebras   ExtensionalFunctor
""coqc""  -q  -R . Coalgebras   Bisimulation
""coqc""  -q  -R . Coalgebras   WeaklyFinalCoalgebra
""coqc""  -q  -R . Coalgebras   ZStreamCoalgebra
""coqc""  -q  -R . Coalgebras   LambdaCoiteration
""coqc""  -q  -R . Coalgebras   CoPeanoCoalgebra
""coqc""  -q  -R . Coalgebras   IntensionalLambdaBisimulation
""coqc""  -q  -R . Coalgebras   LambdaCoiterationExamples
""coqc""  -q  -R . Coalgebras   AxiomaticLambdaBisimulationExample
for i in ZStreamCoalgebra.vo WeaklyFinalCoalgebra.vo LambdaCoiteration.vo LambdaCoiterationExamples.vo IntensionalLambdaBisimulation.vo ExtensionalFunctor.vo CoPeanoCoalgebra.vo Bisimulation.vo AxiomaticLambdaBisimulationExample.vo; do \
 install -d `dirname ""/home/bench/.opam/system/lib/coq/user-contrib""/Coalgebras/$i`; \
 install -m 0644 $i ""/home/bench/.opam/system/lib/coq/user-contrib""/Coalgebras/$i; \
done
Installing coq:contrib:coalgebras.8.4.dev.
",opam remove -y coq:contrib:coalgebras.8.4.dev,0,1,"The following actions will be performed:
 - remove    coq:contrib:coalgebras.8.4.dev
=== 1 to remove ===

=-=- Synchronizing package archives -=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=
[coq:contrib:coalgebras] Fetching git://clarus.io/coalgebras#v8.4

=-=- Removing Packages =-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=
Removing coq:contrib:coalgebras.8.4.dev.
  rm -R /home/bench/.opam/system/lib/coq/user-contrib/coalgebras
[WARNING] failure in package uninstall script, some files may remain:
# opam-version         1.2.0
# os                   linux
# command              rm -R /home/bench/.opam/system/lib/coq/user-contrib/coalgebras
# path                 /home/bench/.opam/system/build/coq:contrib:coalgebras.8.4.dev
# compiler             system (4.02.1)
# exit-code            1
# env-file             /home/bench/.opam/system/build/coq:contrib:coalgebras.8.4.dev/coq:contrib:coalgebras-7719-1872ec.env
# stdout-file          /home/bench/.opam/system/build/coq:contrib:coalgebras.8.4.dev/coq:contrib:coalgebras-7719-1872ec.out
# stderr-file          /home/bench/.opam/system/build/coq:contrib:coalgebras.8.4.dev/coq:contrib:coalgebras-7719-1872ec.err
### stderr ###
# rm: cannot remove '/home/bench/.opam/system/lib/coq/user-contrib/coalgebras': No such file or directory

","/home/bench/.opam/system/lib/coq/user-contrib/Coalgebras
/home/bench/.opam/system/lib/coq/user-contrib/Coalgebras/ExtensionalFunctor.vo
/home/bench/.opam/system/lib/coq/user-contrib/Coalgebras/LambdaCoiteration.vo
/home/bench/.opam/system/lib/coq/user-contrib/Coalgebras/LambdaCoiterationExamples.vo
/home/bench/.opam/system/lib/coq/user-contrib/Coalgebras/CoPeanoCoalgebra.vo
/home/bench/.opam/system/lib/coq/user-contrib/Coalgebras/AxiomaticLambdaBisimulationExample.vo
/home/bench/.opam/system/lib/coq/user-contrib/Coalgebras/Bisimulation.vo
/home/bench/.opam/system/lib/coq/user-contrib/Coalgebras/IntensionalLambdaBisimulation.vo
/home/bench/.opam/system/lib/coq/user-contrib/Coalgebras/ZStreamCoalgebra.vo
/home/bench/.opam/system/lib/coq/user-contrib/Coalgebras/WeaklyFinalCoalgebra.vo",""
coq:contrib:coalgebras,dev,NotCompatible,ruby lint.rb unstable ../unstable/packages/coq:contrib:coalgebras/coq:contrib:coalgebras.dev,0,0,"The package is valid.
",opam install -y --dry-run coq:contrib:coalgebras.dev coq.8.4.5,768,0,"[NOTE] Package coq is already installed (current version is 8.4.5).
The following dependencies couldn't be met:
  - coq:contrib:coalgebras -> coq = dev
Your request can't be satisfied:
  - Conflicting version constraints for coq

No solution found, exiting
",opam remove -y coq; opam install -y --dry-run coq:contrib:coalgebras.dev,0,3,"The following actions will be performed:
 - remove    coq.8.4.5
=== 1 to remove ===

=-=- Removing Packages =-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=
Removing coq.8.4.5.
[WARNING] Directory /home/bench/.opam/system/lib/coq is not empty, not removing
[WARNING] Directory /home/bench/.opam/system/share/coq is not empty, not removing
The following actions will be performed:
 - install   coq.dev                               [required by coq:contrib:coalgebras]
 - install   coq:contrib:coalgebras.dev
=== 2 to install ===

=-=- Synchronizing package archives -=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=

=-=- Installing packages =-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=
Building coq.dev:
  ./configure -configdir /home/bench/.opam/system/lib/coq/config -mandir /home/bench/.opam/system/man -docdir /home/bench/.opam/system/doc -prefix /home/bench/.opam/system -usecamlp5 -camlp5dir /home/bench/.opam/system/lib/camlp5 -coqide no -no-native-compiler
  make -j4
  make install
Installing coq.dev.
Building coq:contrib:coalgebras.dev:
  coq_makefile -f Make -o Makefile
  make -j4
  make install
Installing coq:contrib:coalgebras.dev.
",true,0,0,"",true,0,0,"",true,0,0,"","",""
coq:contrib:coinductive-examples,8.4.dev,LintError,ruby lint.rb unstable ../unstable/packages/coq:contrib:coinductive-examples/coq:contrib:coinductive-examples.8.4.dev,256,0,"You should add an homepage for your package. For example:
homepage: ""https://github.com/user/project""
",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"","",""
coq:contrib:coinductive-examples,dev,LintError,ruby lint.rb unstable ../unstable/packages/coq:contrib:coinductive-examples/coq:contrib:coinductive-examples.dev,256,0,"You should add an homepage for your package. For example:
homepage: ""https://github.com/user/project""
",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"","",""
coq:contrib:coinductive-reals,8.4.dev,Error,ruby lint.rb unstable ../unstable/packages/coq:contrib:coinductive-reals/coq:contrib:coinductive-reals.8.4.dev,0,0,"The package is valid.
",opam install -y --dry-run coq:contrib:coinductive-reals.8.4.dev coq.8.4.5,0,1,"[NOTE] Package coq is already installed (current version is 8.4.5).
The following actions will be performed:
 - install   coq:contrib:coinductive-reals.8.4.dev
=== 1 to install ===

=-=- Synchronizing package archives -=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=

=-=- Installing packages =-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=
Building coq:contrib:coinductive-reals.8.4.dev:
  coq_makefile -f Make -o Makefile
  make -j4
  make install
Installing coq:contrib:coinductive-reals.8.4.dev.
",true,0,0,"",opam install -y --deps-only coq:contrib:coinductive-reals.8.4.dev,0,2,"",opam install -y --verbose coq:contrib:coinductive-reals.8.4.dev,1024,2,"The following actions will be performed:
 - install   coq:contrib:coinductive-reals.8.4.dev
=== 1 to install ===

=-=- Synchronizing package archives -=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=
[coq:contrib:coinductive-reals] Fetching git://clarus.io/coinductive-reals#v8.4
Initialized empty Git repository in /home/bench/.opam/packages.dev/coq:contrib:coinductive-reals.8.4.dev/.git/
[master (root-commit) 71b3574] opam-git-init
warning: no common commits
From git://clarus.io/coinductive-reals
 * [new branch]      v8.4       -> opam-ref
 * [new branch]      v8.4       -> origin/v8.4
Bounded_M.v
Bounded_T.v
Cauchy_stream.v
Fourier_solvable_ineqs.v
Incl_M.v
Incl_T.v
LICENSE
LNP_Digit.v
Make
Makefile
README
Refining_M.v
Refining_T.v
Streams_addenda.v
bench.log
description
digits.v
hcorrectness.v
homographic.v
lb.v
productivity_M.v
productivity_T.v
qcorrectness.v
quadratic.v
rep.v
ub.v
HEAD is now at 0f37d4a Adaptation of contributions to new policy for automatic introduction (continued)

=-=- Installing packages =-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=
Building coq:contrib:coinductive-reals.8.4.dev:
  coq_makefile -f Make -o Makefile
  make -j4
  make install
Warning: in option -R, ../QArithSternBrocot is not a subdirectory of the current directory
Warning: install rule assumes that -R . _ is the only -R optionWarning: -R options don't have a correct common prefix,
 install-doc will put anything in $INSTALLDEFAULTROOT
""coqdep"" -c -slash -R ../QArithSternBrocot QArithSternBrocot -R . CoinductiveReals ""qcorrectness.v"" > ""qcorrectness.v.d"" || ( RV=$?; rm -f ""qcorrectness.v.d""; exit ${RV} )
""coqdep"" -c -slash -R ../QArithSternBrocot QArithSternBrocot -R . CoinductiveReals ""Streams_addenda.v"" > ""Streams_addenda.v.d"" || ( RV=$?; rm -f ""Streams_addenda.v.d""; exit ${RV} )
""coqdep"" -c -slash -R ../QArithSternBrocot QArithSternBrocot -R . CoinductiveReals ""productivity_M.v"" > ""productivity_M.v.d"" || ( RV=$?; rm -f ""productivity_M.v.d""; exit ${RV} )
""coqdep"" -c -slash -R ../QArithSternBrocot QArithSternBrocot -R . CoinductiveReals ""lb.v"" > ""lb.v.d"" || ( RV=$?; rm -f ""lb.v.d""; exit ${RV} )
coqdep: ""opendir"" failed on ""../QArithSternBrocot"": No such file or directory
coqdep: ""opendir"" failed on ""../QArithSternBrocot"": No such file or directory
coqdep: ""opendir"" failed on ""../QArithSternBrocot"": No such file or directory
coqdep: ""opendir"" failed on ""../QArithSternBrocot"": No such file or directory
""coqdep"" -c -slash -R ../QArithSternBrocot QArithSternBrocot -R . CoinductiveReals ""Refining_M.v"" > ""Refining_M.v.d"" || ( RV=$?; rm -f ""Refining_M.v.d""; exit ${RV} )
""coqdep"" -c -slash -R ../QArithSternBrocot QArithSternBrocot -R . CoinductiveReals ""quadratic.v"" > ""quadratic.v.d"" || ( RV=$?; rm -f ""quadratic.v.d""; exit ${RV} )
""coqdep"" -c -slash -R ../QArithSternBrocot QArithSternBrocot -R . CoinductiveReals ""Cauchy_stream.v"" > ""Cauchy_stream.v.d"" || ( RV=$?; rm -f ""Cauchy_stream.v.d""; exit ${RV} )
""coqdep"" -c -slash -R ../QArithSternBrocot QArithSternBrocot -R . CoinductiveReals ""Incl_T.v"" > ""Incl_T.v.d"" || ( RV=$?; rm -f ""Incl_T.v.d""; exit ${RV} )
coqdep: ""opendir"" failed on ""../QArithSternBrocot"": No such file or directory
coqdep: ""opendir"" failed on ""../QArithSternBrocot"": No such file or directory
coqdep: ""opendir"" failed on ""../QArithSternBrocot"": No such file or directory
coqdep: ""opendir"" failed on ""../QArithSternBrocot"": No such file or directory
""coqdep"" -c -slash -R ../QArithSternBrocot QArithSternBrocot -R . CoinductiveReals ""Incl_M.v"" > ""Incl_M.v.d"" || ( RV=$?; rm -f ""Incl_M.v.d""; exit ${RV} )
""coqdep"" -c -slash -R ../QArithSternBrocot QArithSternBrocot -R . CoinductiveReals ""Fourier_solvable_ineqs.v"" > ""Fourier_solvable_ineqs.v.d"" || ( RV=$?; rm -f ""Fourier_solvable_ineqs.v.d""; exit ${RV} )
""coqdep"" -c -slash -R ../QArithSternBrocot QArithSternBrocot -R . CoinductiveReals ""Bounded_T.v"" > ""Bounded_T.v.d"" || ( RV=$?; rm -f ""Bounded_T.v.d""; exit ${RV} )
""coqdep"" -c -slash -R ../QArithSternBrocot QArithSternBrocot -R . CoinductiveReals ""rep.v"" > ""rep.v.d"" || ( RV=$?; rm -f ""rep.v.d""; exit ${RV} )
coqdep: ""opendir"" failed on ""../QArithSternBrocot"": No such file or directory
coqdep: ""opendir"" failed on ""../QArithSternBrocot"": No such file or directory
coqdep: ""opendir"" failed on ""../QArithSternBrocot"": No such file or directory
coqdep: ""opendir"" failed on ""../QArithSternBrocot"": No such file or directory
""coqdep"" -c -slash -R ../QArithSternBrocot QArithSternBrocot -R . CoinductiveReals ""Refining_T.v"" > ""Refining_T.v.d"" || ( RV=$?; rm -f ""Refining_T.v.d""; exit ${RV} )
""coqdep"" -c -slash -R ../QArithSternBrocot QArithSternBrocot -R . CoinductiveReals ""productivity_T.v"" > ""productivity_T.v.d"" || ( RV=$?; rm -f ""productivity_T.v.d""; exit ${RV} )
""coqdep"" -c -slash -R ../QArithSternBrocot QArithSternBrocot -R . CoinductiveReals ""digits.v"" > ""digits.v.d"" || ( RV=$?; rm -f ""digits.v.d""; exit ${RV} )
""coqdep"" -c -slash -R ../QArithSternBrocot QArithSternBrocot -R . CoinductiveReals ""hcorrectness.v"" > ""hcorrectness.v.d"" || ( RV=$?; rm -f ""hcorrectness.v.d""; exit ${RV} )
coqdep: ""opendir"" failed on ""../QArithSternBrocot"": No such file or directory
coqdep: ""opendir"" failed on ""../QArithSternBrocot"": No such file or directory
coqdep: ""opendir"" failed on ""../QArithSternBrocot"": No such file or directory
""coqdep"" -c -slash -R ../QArithSternBrocot QArithSternBrocot -R . CoinductiveReals ""ub.v"" > ""ub.v.d"" || ( RV=$?; rm -f ""ub.v.d""; exit ${RV} )
""coqdep"" -c -slash -R ../QArithSternBrocot QArithSternBrocot -R . CoinductiveReals ""Bounded_M.v"" > ""Bounded_M.v.d"" || ( RV=$?; rm -f ""Bounded_M.v.d""; exit ${RV} )
""coqdep"" -c -slash -R ../QArithSternBrocot QArithSternBrocot -R . CoinductiveReals ""LNP_Digit.v"" > ""LNP_Digit.v.d"" || ( RV=$?; rm -f ""LNP_Digit.v.d""; exit ${RV} )
coqdep: ""opendir"" failed on ""../QArithSternBrocot"": No such file or directory
""coqdep"" -c -slash -R ../QArithSternBrocot QArithSternBrocot -R . CoinductiveReals ""homographic.v"" > ""homographic.v.d"" || ( RV=$?; rm -f ""homographic.v.d""; exit ${RV} )
coqdep: ""opendir"" failed on ""../QArithSternBrocot"": No such file or directory
coqdep: ""opendir"" failed on ""../QArithSternBrocot"": No such file or directory
coqdep: ""opendir"" failed on ""../QArithSternBrocot"": No such file or directory
coqdep: ""opendir"" failed on ""../QArithSternBrocot"": No such file or directory
""coqc""  -q  -R ../QArithSternBrocot QArithSternBrocot -R . CoinductiveReals   homographic
""coqc""  -q  -R ../QArithSternBrocot QArithSternBrocot -R . CoinductiveReals   LNP_Digit
""coqc""  -q  -R ../QArithSternBrocot QArithSternBrocot -R . CoinductiveReals   Bounded_M
""coqc""  -q  -R ../QArithSternBrocot QArithSternBrocot -R . CoinductiveReals   ub
Warning: Cannot open ../QArithSternBrocot
Warning: Cannot open ../QArithSternBrocot
Warning: Cannot open ../QArithSternBrocot
Warning: Cannot open ../QArithSternBrocot
File ""/home/bench/.opam/system/build/coq:contrib:coinductive-reals.8.4.dev/Bounded_M.v"", line 9, characters 0-22:
Error: Cannot find library digits in loadpath
Makefile:219: recipe for target 'Bounded_M.vo' failed
make: *** [Bounded_M.vo] Error 1
make: *** Waiting for unfinished jobs....
File ""/home/bench/.opam/system/build/coq:contrib:coinductive-reals.8.4.dev/homographic.v"", line 22, characters 0-22:
Error: Cannot find library digits in loadpath
Makefile:219: recipe for target 'homographic.vo' failed
make: *** [homographic.vo] Error 1
File ""/home/bench/.opam/system/build/coq:contrib:coinductive-reals.8.4.dev/ub.v"", line 9, characters 0-22:
Error: Cannot find library digits in loadpath
make: *** [ub.vo] Error 1
Makefile:219: recipe for target 'ub.vo' failed
File ""/home/bench/.opam/system/build/coq:contrib:coinductive-reals.8.4.dev/LNP_Digit.v"", line 10, characters 0-22:
Error: Cannot find library digits in loadpath
make: *** [LNP_Digit.vo] Error 1
Makefile:219: recipe for target 'LNP_Digit.vo' failed
[ERROR] The compilation of coq:contrib:coinductive-reals.8.4.dev failed.
Removing coq:contrib:coinductive-reals.8.4.dev.
  rm -R /home/bench/.opam/system/lib/coq/user-contrib/coinductive-reals
rm: cannot remove '/home/bench/.opam/system/lib/coq/user-contrib/coinductive-reals': No such file or directory


#=== ERROR while installing coq:contrib:coinductive-reals.8.4.dev =============#
# opam-version         1.2.0
# os                   linux
# command              make -j4
# path                 /home/bench/.opam/system/build/coq:contrib:coinductive-reals.8.4.dev
# compiler             system (4.02.1)
# exit-code            2
# env-file             /home/bench/.opam/system/build/coq:contrib:coinductive-reals.8.4.dev/coq:contrib:coinductive-reals-8089-d2c37b.env
# stdout-file          /home/bench/.opam/system/build/coq:contrib:coinductive-reals.8.4.dev/coq:contrib:coinductive-reals-8089-d2c37b.out
# stderr-file          /home/bench/.opam/system/build/coq:contrib:coinductive-reals.8.4.dev/coq:contrib:coinductive-reals-8089-d2c37b.err
### stdout ###
# ...[truncated]
# Makefile:219: recipe for target 'Bounded_M.vo' failed
# File ""/home/bench/.opam/system/build/coq:contrib:coinductive-reals.8.4.dev/homographic.v"", line 22, characters 0-22:
# Error: Cannot find library digits in loadpath
# Makefile:219: recipe for target 'homographic.vo' failed
# File ""/home/bench/.opam/system/build/coq:contrib:coinductive-reals.8.4.dev/ub.v"", line 9, characters 0-22:
# Error: Cannot find library digits in loadpath
# Makefile:219: recipe for target 'ub.vo' failed
# File ""/home/bench/.opam/system/build/coq:contrib:coinductive-reals.8.4.dev/LNP_Digit.v"", line 10, characters 0-22:
# Error: Cannot find library digits in loadpath
# Makefile:219: recipe for target 'LNP_Digit.vo' failed
### stderr ###
# ...[truncated]
# coqdep: ""opendir"" failed on ""../QArithSternBrocot"": No such file or directory
# Warning: Cannot open ../QArithSternBrocot
# Warning: Cannot open ../QArithSternBrocot
# Warning: Cannot open ../QArithSternBrocot
# Warning: Cannot open ../QArithSternBrocot
# make: *** [Bounded_M.vo] Error 1
# make: *** Waiting for unfinished jobs....
# make: *** [homographic.vo] Error 1
# make: *** [ub.vo] Error 1
# make: *** [LNP_Digit.vo] Error 1

'opam install -y --verbose coq:contrib:coinductive-reals.8.4.dev' failed.
",true,0,0,"","",""
coq:contrib:coinductive-reals,dev,NotCompatible,ruby lint.rb unstable ../unstable/packages/coq:contrib:coinductive-reals/coq:contrib:coinductive-reals.dev,0,0,"The package is valid.
",opam install -y --dry-run coq:contrib:coinductive-reals.dev coq.8.4.5,768,0,"[NOTE] Package coq is already installed (current version is 8.4.5).
The following dependencies couldn't be met:
  - coq:contrib:coinductive-reals -> coq = dev
Your request can't be satisfied:
  - Conflicting version constraints for coq

No solution found, exiting
",opam remove -y coq; opam install -y --dry-run coq:contrib:coinductive-reals.dev,0,3,"The following actions will be performed:
 - remove    coq.8.4.5
=== 1 to remove ===

=-=- Removing Packages =-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=
Removing coq.8.4.5.
[WARNING] Directory /home/bench/.opam/system/lib/coq is not empty, not removing
[WARNING] Directory /home/bench/.opam/system/share/coq is not empty, not removing
The following actions will be performed:
 - install   coq.dev                               [required by coq:contrib:coinductive-reals]
 - install   coq:contrib:coinductive-reals.dev
=== 2 to install ===

=-=- Synchronizing package archives -=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=

=-=- Installing packages =-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=
Building coq.dev:
  ./configure -configdir /home/bench/.opam/system/lib/coq/config -mandir /home/bench/.opam/system/man -docdir /home/bench/.opam/system/doc -prefix /home/bench/.opam/system -usecamlp5 -camlp5dir /home/bench/.opam/system/lib/camlp5 -coqide no -no-native-compiler
  make -j4
  make install
Installing coq.dev.
Building coq:contrib:coinductive-reals.dev:
  coq_makefile -f Make -o Makefile
  make -j4
  make install
Installing coq:contrib:coinductive-reals.dev.
",true,0,0,"",true,0,0,"",true,0,0,"","",""
coq:contrib:color,8.4.dev,LintError,ruby lint.rb unstable ../unstable/packages/coq:contrib:color/coq:contrib:color.8.4.dev,256,0,"You should add an homepage for your package. For example:
homepage: ""https://github.com/user/project""
",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"","",""
coq:contrib:color,dev,LintError,ruby lint.rb unstable ../unstable/packages/coq:contrib:color/coq:contrib:color.dev,256,0,"You should add an homepage for your package. For example:
homepage: ""https://github.com/user/project""
",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"",true,0,0,"","",""
